month,doctor_id,doctor_name,specialty,state,region,molecule,brand,therapy_area,prescriptions,unique_patients,total_cost
2024-09-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,27,20,14867.72
2024-10-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,31,26,17212.3
2024-11-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,25,16,13935.14
2024-12-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,21,13,11187.98
2022-01-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,24,16,23269.25
2022-02-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,24,17,22711.95
2022-03-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,14,9,12106.89
2022-04-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,14,11,13247.26
2022-05-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,18,14,15902.04
2022-06-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,15,9,14438.77
2022-07-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,19,11,17764.3
2022-08-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,23,18,21189.31
2022-09-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,10,6,9091.79
2022-10-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,13,8,11756.48
2022-11-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,21,16,20272.61
2022-12-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,18,12,15100.2
2023-01-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,10,8,8552.08
2023-02-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,14,11,11963.02
2023-03-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,17,13,15113.62
2023-04-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,17,10,14498.39
2023-05-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,16,9,13996.72
2023-06-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,15,11,14427.5
2023-07-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,15,10,12596.17
2023-08-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,11,8,9660.82
2023-09-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,13,10,11332.64
2023-10-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,13,8,12164.94
2023-11-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,17,10,16517.32
2023-12-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,15,11,12655.08
2024-01-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,21,13,17954.2
2024-02-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,19,12,16311.92
2024-03-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,19,13,17924.68
2024-04-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,29,20,26252.55
2024-05-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,14,8,11675.1
2024-06-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,21,16,17638.73
2024-07-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,19,15,16291.81
2024-08-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,17,10,14381.67
2024-09-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,15,9,12677.76
2024-10-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,12,7,10671.39
2024-11-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,19,13,18317.39
2024-12-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,29,21,27479.38
2022-01-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,15,9,8962.08
2022-02-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,10,8,5474.11
2022-03-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,14,12,7774.82
2022-04-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,14,8,7239.69
2022-05-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,13,7,6908.54
2022-06-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,7,6,4152.17
2022-07-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,15,9,7940.22
2022-08-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,16,10,8494.83
2022-09-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,12,8,6218.73
2022-10-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,12,9,6901.91
2022-11-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,14,10,7730.61
2022-12-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,12,10,6604.6
2023-01-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,14,11,7567.37
2023-02-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,17,11,9894.18
2023-03-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,13,10,7822.33
2023-04-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,13,9,7344.04
2023-05-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,18,12,9588.4
2023-06-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,15,11,7900.22
2023-07-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,13,8,7726.56
2023-08-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,14,9,7663.4
2023-09-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,13,8,7693.88
2023-10-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,24,14,13563.96
2023-11-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,10,7,5276.81
2023-12-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,24,16,13258.69
2024-01-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,21,18,10936.19
2024-02-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,13,8,7112.53
2024-03-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,17,10,9167.14
2024-04-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,10,6,6005.47
2024-05-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,12,10,6998.03
2024-06-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,17,14,9466.91
2024-07-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,20,15,12077.3
2024-08-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,10,7,5336.36
2024-09-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,12,9,6827.6
2024-10-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,16,10,8581.25
2024-11-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,18,14,9944.65
2024-12-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,16,13,8673.64
2022-01-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,17,11,9714.93
2022-02-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,10,6,5725.1
2022-03-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,12,7,6470.56
2022-04-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,14,9,7271.84
2022-05-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,8,6,4036.65
2022-06-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,11,9,6044.85
2022-07-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,20,16,10102.32
2022-08-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,13,10,7444.11
2022-09-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,14,10,7855.27
2022-10-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,14,8,8031.04
2022-11-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,20,17,11416.17
2022-12-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,13,11,7275.33
2023-01-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,10,7,5129.28
2023-02-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,10,8,5074.23
2023-03-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,14,12,7262.24
2023-04-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,9,6,5102.46
2023-05-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,8,4,4473.16
2023-06-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,9,7,4666.93
2023-07-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,4,3,2192.96
2023-08-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,10,8,4995.21
2023-09-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,12,9,5979.59
2023-10-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,15,8,7724.02
2023-11-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,9,5,4689.11
2023-12-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,15,10,7566.19
2024-01-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,13,7,7574.2
2024-02-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,8,5,4639.14
2024-03-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,14,10,7350.77
2024-04-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,9,7,5000.99
2024-05-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,7,5,4071.42
2024-06-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,8,5,4153.32
2024-07-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,9,6,5176.62
2024-08-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,10,6,5459.56
2024-09-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,9,6,5080.41
2024-10-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,5,3,2622.72
2024-11-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,12,7,6226.98
2024-12-01,DR0023,Dr. Carol Miller,Endocrinology,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,18,11,10376.92
2022-01-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,4,2,3545.44
2022-02-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,4,3,3788.99
2022-03-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,9,5,8652.88
2022-04-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,7,5,6265.29
2022-05-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,8,5,7961.06
2022-06-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,7,4,7159.21
2022-07-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,7,5,6139.55
2022-08-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,2,2,2037.19
2022-09-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,9,7,8415.69
2022-10-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,11,7,10038.19
2022-11-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,8,7,8108.22
2022-12-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,7,5,7066.15
2023-01-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,9,5,8856.81
2023-02-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,8,7,7202.84
2023-03-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,5,4,4951.4
2023-04-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,10,7,8778.45
2023-05-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,8,6,7793.37
2023-06-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,8,6,7679.24
2023-07-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,15,12,13448.71
2023-08-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,14,8,12473.59
2023-09-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,11,7,10665.84
2023-10-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,11,8,11054.29
2023-11-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,14,11,14071.51
2023-12-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,11,6,10682.17
2024-01-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,20,14,18070.51
2024-02-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,14,11,14302.9
2024-03-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,14,11,13720.53
2024-04-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,24,14,21520.01
2024-05-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,19,15,17946.34
2024-06-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,17,12,15235.48
2024-07-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,20,11,20148.52
2024-08-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,18,15,17681.19
2024-09-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,9,7,8779.47
2024-10-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,16,10,15476.27
2024-11-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,12,7,11974.4
2024-12-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Semaglutide,Ozempic,Diabetes & Metabolic,17,12,16375.61
2022-01-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,2,2,2093.47
2022-02-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,4,2,3882.18
2022-03-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,3,2,3003.71
2022-04-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,4,3,4526.29
2022-05-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,2,1,1965.16
2022-06-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,5,3,5473.24
2022-07-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,3,2,3001.08
2022-08-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,7,6,7705.89
2022-09-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,3,2,3370.49
2022-10-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,3,2,2933.97
2022-11-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,4,3,4344.36
2022-12-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,4,3,4345.78
2023-01-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,3,2,3275.34
2023-02-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,2,1,2182.63
2023-03-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,2,2,2048.43
2023-04-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,4,2,4475.2
2023-05-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,3,2,3140.96
2023-06-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,9,6,9572.9
2023-07-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,3,2,3373.1
2023-08-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,9,7,9333.32
2023-09-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,6,5,6601.4
2023-10-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,8,4,8403.01
2023-11-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,9,6,9846.91
2023-12-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,9,7,9053.36
2024-01-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,9,7,9886.78
2024-02-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,8,5,8517.54
2024-03-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,15,11,15056.08
2024-04-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,9,6,8956.52
2024-05-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,16,9,16799.62
2024-06-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,10,6,10436.97
2024-07-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,13,10,12931.82
2024-08-01,DR0024,Dr. Samantha Moore,Endocrinology,Illinois,Midwest,Tirzepatide,Mounjaro,Diabetes & Metabolic,11,7,11280.17
